,mz,rt,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,B_1,NIST_1,SP_1,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,B_2,NIST_2,SP_2,S_21,S_22,S_23,S_24,S_25,S_26,S_27,S_28,S_29,S_30,B_3,NIST_3,SP_3,S_31,S_32,S_33,S_34,S_35,S_36,S_37,S_38,S_39,S_40,B_4,NIST_4,SP_4,S_41,S_42,S_43,S_44,S_45,S_46,S_47,S_48,S_49,S_50,B_5,NIST_5,SP_5,S_51,S_52,S_53,S_54,S_55,S_56,S_57,S_58,S_59,S_60,B_6,NIST_6,SP_6,S_61,S_62,S_63,S_64,S_65,S_66,S_67,S_68,S_69,S_70,B_7,NIST_7,SP_7,S_71,S_72,S_73,S_74,S_75,S_76,S_77,S_78,S_79,S_80,B_8,NIST_8,SP_8,S_81,S_82,S_83,S_84,S_85,S_86,S_87,S_89,S_90,B_9,NIST_9,SP_9,S_91,S_92,S_93,S_94,S_95,S_96,S_97,S_98,S_99,S_100,B_10,NIST_10,SP_10,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110
34,175.0237145,1.2069806,20210946.2,21360254.21,23789458.88,19144990.42,21190188.23,19980350.14,21746869.91,22110103.31,19875022.92,23466878.97,,107186.3227,22323122.24,17696466.39,23810025.79,21210911.51,19980491.33,21169649.39,23277587.8,22880264.13,19545850.44,20176583.36,18975895.68,,110426.9267,21381816.98,18964884.69,20248550.6,19115318.32,22915631.26,21876928.78,21094772.74,17681437.05,24165476.01,21246875.17,19607039.28,,106096.2727,21819232.85,21269014.43,22765447.37,21335567.04,18653283.87,22738800.43,21109677.82,23435573.28,18838372.73,19559590.15,19487643.54,,110016.7137,20154354.88,20308864.9,21438148.85,20420019.02,18716439.01,17257864.12,19482129.42,21318880.24,19367461.02,21461759.14,22266754.73,,134374.7277,18963947.78,19015305.58,18340554.92,19851629.95,20950833.86,17878847.63,17703965.74,19401045.99,17456307.9,20618876.75,19618020.97,,125622.8468,20293079.85,20931630.15,22332646.23,18274709.5,19222840.9,21005742.06,18055797.76,23349469.67,31790977.79,18316417.5,18405464.05,,120304.9594,19661753.17,18851939.61,19357916.35,20755731.25,21245598.14,18582218.99,22522553.05,21524922.21,19210649.28,19163796.47,18439026.53,,110580.0559,18487785.33,21173227.44,19838981.89,16899947.49,19936429.39,17664785.75,18608201.98,19102636.49,18209105.44,37710394.47,,170441.4954,21288228.8,17396673.2,18972688.06,20649639.99,19985307.52,17351969.65,20023438.53,19035750.09,18736218.62,15434714.22,21209202.56,,89367.14397,19457376.02,20522463.22,18800092.38,22987945.07,16910227.53,19771860.26,19799552.02,34246519.79,15848973.26,35828915.11,21121700.84
35,157.013152,1.120578146,20256154.48,21310484.87,24049834.23,19168600.87,19509291.34,21746031.91,21283790.05,22676053.54,20628743.7,24573375.82,,170738.8009,22190933.35,17831951.36,25151991.34,22471446,21401138.82,22010401.88,23973005.46,23194845.11,19229965.88,22787930.14,20486035.24,,171190.8175,22133213.13,20023086.52,20702744.49,21478264.74,23615472.19,22746549.58,22733796.71,18189570.4,25203398.36,22196641.14,21321455.85,,,22058809.6,21733518.06,23461808.5,22058974.28,19728110.7,23805292.99,23691406.19,26724279.17,20938296.64,19793021.56,19804301.47,,186947.2043,19636123.41,19314102.68,22258241.7,21763482.11,19732431.37,20811401.91,19093816.86,20744350.05,19410732.88,19027369.86,23304717.86,,206381.3203,21746175.16,19589393.98,20083002.19,18437986.78,21408672.68,19283374.32,38576992,19402027.82,37100924.35,19547304.82,20362422.41,,211434.151,21609062.56,23565603.18,23202421.62,20711085.96,19789357.77,21704006,18628467.34,23772774.05,36493245.85,19012828.38,21598375.9,,,19459295.96,19974454.96,19982384.42,22180399.77,22131236.1,19668521.3,22978850.89,22240098.9,20467523.57,22152448.51,19536750.01,,139391.8716,19831793.97,,41338947.91,34631548.74,19248440.83,19128323.02,39616280.92,40952611.26,38030441.5,41589078.38,,152478.4571,19594524.86,17247469.48,40755031.5,20434421.47,43297999.66,36904808.45,43116125.84,40882270.09,40489574.69,30699023.44,19724120.16,,,40060845.58,43155170.62,39522229.27,21345265.19,35885633.83,42390392.67,19435426.57,39596167.4,35660065.76,39631344.69,22177570.27
36,111.0076805,1.120183719,20124914.63,21160734.3,23573066.08,18652860.31,19936202.64,20941717.1,20027855.39,22082653.57,21016714.78,23374479.7,,,21397075.05,17792850.16,24934256.31,21472945.06,21291183.05,21406695.36,23496196.28,23057282.13,18940443.43,,20314127.17,,,21571607.28,19538146.62,20524577.93,21639573.1,22562759.54,22147692.94,23183540.59,16816137.7,25214487.51,22457300.72,20779948.81,,,21618025.48,20174328.91,23810437.79,21693139.26,18800082.68,22599651.99,22468982.84,26278830.02,19850492.32,19042707.91,19592856.95,,,19032615.47,19069747.13,21508064.63,21097655.2,19331904.68,20487127.16,18236598.28,20789747.47,18900134.63,18637460.65,22677754.59,,,20662072.1,17992321.49,18562855.12,18321192.06,20644198.39,18618938.53,18317582.08,19653423.24,36312461.57,18935744.51,18660954.42,,,20501280.71,22095070.68,22348703.43,,18823373.87,19045082.59,17355821.47,22695489.25,,18129187.34,19921204.74,,,18700056.32,17983374.63,19074604.44,20453092.27,20384327.14,19176076.36,22442938.53,20526199.9,19077937.99,21222734.91,19305853.86,,,18506297.94,41650813.67,39504194.68,32510976.16,39628018.07,18171314.89,38072052.47,,35664669.09,40005975.23,,,18525029.32,,,19017794.94,41036535.6,35640160.36,19427650.23,18713617.63,38542103.27,29213325.33,18560604.48,,,37393977.28,40939680.02,37796438.31,20650780.36,32830568.53,39802720.75,18543043.4,37154451.38,34219331.54,36851096.8,21078934.92
37,90.97665353,0.570597169,20197486.06,21846553.47,23289594.22,19751060.37,20308049.27,20525523.01,20406016.57,21030257.64,19914064.09,21874234.51,8961537.593,22332117.73,21317499.28,16758867.41,22033489.76,20167069.02,20200576.58,20079816.72,21898407.62,20831476.05,19050954.21,20230022.87,19930741.61,8756546.334,25427796.01,21047020.4,18647902.18,19175559.41,19547789.23,22531537.36,22481971.75,22041384.24,18603157.07,23778307.82,20994704.08,19811267.07,8986615.561,24977541.39,21609292.49,20940667.36,23151994.74,19678615.57,20272016.28,20867168.77,21425555.61,22346945.18,18965505.79,19706336.14,19577139.57,12578773.01,24954028.73,19539170.2,19066025.73,21463479.95,20202855.33,18538833.77,19970496.94,18778391.76,20813658.96,19513111.86,19142479.72,21878912.39,9158490.334,25294815.03,20868598.41,19645139.66,18262796.69,19360997.86,19601161.8,18472390.16,17781995.98,19415486.6,17293586.66,19897287.88,20144202.34,12371197.29,25479228.61,20992819.68,20347823.81,21965279.44,20739934.94,20145998.28,19722448.31,18437078.83,20552107.11,17303151.33,17509632.53,19064133.35,11914937.72,25309357.16,19693629.81,19016501.49,19319706.5,20813066.76,23176774.47,18983071.45,23075013.89,21889572.98,20180455.93,22579122.03,19856806.55,10345788.8,23586307.28,18969230.45,19243038.38,17766567.82,16333721.59,17927119.92,18388524.49,18348654.16,18244498.63,18074580.37,20878570.19,16998015.8,20257781.33,20298085.98,16690112,18877385.04,19210920.29,20495345.92,17929332.74,20286239.58,19113107.22,18256246.88,16646536.77,21779395.41,14784343.23,19522098.91,18686694.95,18898534.33,19010027.84,22006209.31,16731156.64,19917984.7,18987068.68,18044270.55,16116234.62,19800877.21,20200982.31
38,308.020963,1.231741797,20348738.73,21755848.96,23751587.54,17298998.8,20911286.19,18692285.15,20877714.47,21382843.37,17897970.67,21255209.51,,,21245130.92,16759259.93,19716209.71,20345811.8,18337986.57,19628577.61,20276186.18,20880298.98,17000546.77,11856490.2,17109084.91,,,20995251.18,19462936.49,19584104.41,18777826.59,22098124.13,19665844.57,19524400.18,15264391.15,22830938.26,18958569.78,18788317.38,,4697.637086,21175090.01,20656719.25,22170098.24,20260639.29,17831570.26,22232336.59,22198099.99,19980346.32,16874400.54,19516669.39,18350486.61,,,20591546.7,19592555.67,19912833.27,19810402.12,18477403.61,21291119.05,18257185.23,22065334.09,19972063.94,20316352.09,21244247.47,,,18902197.86,19188259.39,17517233.75,18419756.76,18387396.47,16851774.38,16352991.55,19100793.15,16198755.14,18622867.26,18876975.06,,,20486542.3,19940000.95,21797015.57,21581764.3,18071481.96,18753625.73,17104756.1,22335130.22,18826017.67,16760645.26,17411705.09,,7787.734723,19392766.09,17931066.94,18300454.58,19809546.28,21155930.6,18866821.72,20222566.16,20790163.6,18335513.21,20750942.51,17932590.01,,9432.905189,19030368.38,20509954.35,17798081.79,14384572.69,17213504.7,16372402.35,17660859.62,17307090.15,16660483.18,18780172.24,,9930.358602,20503684.05,16289337.1,17888856.12,17604122.08,20292572.66,15682414.74,18226145.13,17934631.99,17497512.96,14296255.59,19476870.76,,,17804843.4,17314484.45,18088414.5,22021397.94,15177121.1,18477303.37,19439633.51,17441315.93,14908251.49,16681394.96,20634233.63
39,193.0342912,1.207044378,18973861.29,19939949.7,22073428.74,17639086.47,18916803.44,18140869.56,19796362.21,20295036.75,18332705.59,21350447.57,,88522.49419,20360173.23,15919667.53,21707898.72,19545853.6,17851734.77,19244737.6,21472091.39,20730311.97,17013958.75,18254096.88,17323690.51,,89529.28048,19041216.16,16561477.72,18398384.35,16844395.01,20893734.76,19398208.26,18664222.41,16258182.87,21448891.84,18850104.25,17421162.07,,89865.83663,19770810.2,19544220.37,20690506.84,19037945.17,16940101.84,20137321.96,18675356.99,20748632.13,17088581.04,19044620.84,18774455.43,,99400.42416,19588708.51,19276488.48,20980140.31,19500363.69,17128385.15,20674874.21,18492739.09,20527906.27,18295758.51,21046567.81,20915071.87,,112278.4906,18631877.56,18514805.14,17562432.33,19374913.62,20069262.7,17852661.4,16995404.01,18486140.4,16906276.94,20238443.33,19017112.65,,92468.6876,19844413.53,20249301.45,19202954.96,17671844.75,19448293.23,20747718.82,17781989.63,23365482.83,17607180.79,18718139.86,18482441.59,,121247.965,19735734.38,18506621.75,19659543.08,21030217.47,21781158.49,18774757.05,22660659.45,21452622.1,19653769.65,21676455.35,18261653.95,,98215.59334,18464462.29,20630588.03,19382684.76,16702245.3,19667477.59,16929400.93,18065005.04,18409516.8,17505081.26,19452702.85,,144486.7465,20566652.64,17129987.36,18727506.14,19819331.79,21188275.26,17400597.9,19440061.76,18217070.48,17962836.36,27405704.85,20893282.32,,137262.6394,18506840.28,20120229.52,18347593.1,22579370.77,16232301.39,19660479.74,19310739,32374953.68,17569622.26,18610968.35,19336223.04
41,175.0236673,1.119472972,17814564.85,18953353.66,21463529.67,17292031.13,18065513.61,18779025.5,18533942,19452711.7,18100804.73,21497061.45,,40020.96536,19176536.01,16043815.79,22537219.9,19454479.69,18915340.79,21456979.68,21208540.9,21267205.35,17542221.9,,18307083.38,,48769.32731,19500176.62,18063981.81,18731788.71,18865442.76,20392825.47,20722934.25,20272137.82,15103161.59,22171060.09,19495201.06,19224962.06,,33511.78453,19223091.62,19201865.81,20307839.3,19168484.84,17048198.84,19384788.2,20367124,24373133.16,17935986.13,16589984.03,16936158.17,,46855.32905,16851943.38,16917504.21,19554553.41,18391512.28,16882066.09,,17070937.38,17606192.56,16927571.76,16672642.74,19747620.46,,49336.74207,18520514.25,16886198.6,17183825.24,16387368.74,18568207.43,16566632.32,15690549.8,16625603.6,32645599.94,17423769.91,17075342,,54216.05367,18539071.49,20469290.9,20055580.13,,17517955.15,17428179.15,16520222.95,19809488.33,,16782946.3,18365886.12,,67168.48651,17026547.43,17454297.71,17124762.86,19676337.9,19225236.62,16955008.37,20277164.59,19512922.87,17410773.2,,17046727.65,,70243.7975,17601004.88,38336382.16,36454600.65,31878317.32,36651740.73,17247081.18,34533386.12,36201740.37,33926146.7,,,,17902581.35,15107187.84,36915830.28,18402608.65,38459892.53,33944793.52,37440426.18,17190956.03,35692202.78,27663468.5,17570978.21,,49137.17211,35577621.22,38247236.45,35191804.27,18958203.81,15018786.77,36846813.78,17341809.34,,32351523.54,,19945878.27
45,132.076754,0.693924473,10310875.42,15322685.41,22456325.58,17238048.43,13810519.33,9153352.708,26437581.97,18933520.05,15880671.12,8697314.172,,18376403.4,17469666.08,11021662.74,31168971.23,6522691.108,18594107.07,12473121.8,13142862.17,8928209.077,14435129.82,9408558.793,23877767.31,,17850888.49,15478134.6,12214012.86,18933727.92,16883417.47,21914527.18,17665441.73,10209047.41,15625365.56,8732204.935,27390154.27,21870587.12,,18554031.07,17407703.1,16844066.43,9234851.494,19383250.76,20204169.32,24311489.35,20636951,10771728.6,,11323163.79,8967506.182,,18733950.9,15073239.63,13130321.26,7811813.489,3731248.832,11578738,16458147.36,13153400.87,24943469.99,9304357.291,8810356.06,16964339.69,,18788178.58,14951548.65,18888225.15,24629304.1,8423740.788,8077619.699,7686620.459,11032372.17,13316572.74,,8528166.111,15896538.53,,18194684.17,14585034.35,17641767.29,21298073.03,6026041.671,18735919.41,16264281.21,10664804.32,11984022.96,21220915.69,10433013.79,9811636.321,,15234427.31,15858568.06,8684081.322,10732074.39,13698953.88,38927171.43,9131514.51,13786565.28,33551275.53,12142251.03,7067611.368,14841076.49,,15452099.75,15497598.58,14348789.92,19426282.5,7278508.785,21360369.86,14881491.49,15162521.05,17042314.79,9745957.333,18233653.18,868663.3892,14442434.02,15466253.58,11697207.97,17229711.76,6457817.509,12921925.82,7564966.582,16372553.12,5625444.444,7603012.084,6880150.211,12286986.56,,14774322,12270178.61,6565084.685,8217182.593,9122714.169,8946132.687,19387123.4,18496520.25,16886442.8,9544846.035,13117711.21,19360762.69
54,212.007673,1.249620872,12697268.41,13955021.97,12943783.09,11536947.75,13053908.05,12616691.66,12861933.01,13328135.53,11770342.42,13405258.39,,59180.24116,13990076.1,10786367.89,11804145.2,13127150.31,7808020.851,8190297.152,12323067.46,12327834.55,7742530.587,10378868.29,8041312.382,,59801.41623,13045817.54,11892292.46,12813968.56,11498874.91,2880524.197,12282663.74,8992555.731,6673198.004,14404036.3,7703644.643,8427429.561,,68589.12661,13482494.7,12014508.98,14354794.14,13406410.24,11442563.68,8877516.531,13020076.64,12754159.87,10517909.03,8669396.263,12455160.27,,80565.25802,10173853.68,6065828.409,8869201.885,12832257.77,11477300.08,8998266.954,6856028.426,10520353.85,9225436.437,12822186.99,13427270.82,,111080.5951,13159099.42,12025045.91,11933460.1,8452316.723,8539083.204,7587635.192,10656040.69,12257309.81,10603960.68,9170139.459,8898634.436,,85540.88194,6999057.817,12721859.69,9328820.26,9876083.115,8680634.129,9031140.735,7906122.6,9452982.71,10960308.23,7400408.41,8234812.506,,94153.87791,11365751.49,11284835.99,12148007.32,13242722.53,10606114.46,7882943.277,9156501.282,6778072.719,12329790.2,9384281.516,8651154.521,,81452.71536,8844222.488,12972654.08,11153254.88,8883934.7,11158702.75,10338816.55,11112532.93,8644385.752,7727035.849,12879676.9,,71518.89841,10262847.35,10430853.2,12599016.73,12152623.08,12651971.13,10398597.13,11649572.76,11850886.63,11746861.78,8929069.123,12766383.49,,56182.00104,8130812.754,7778767.366,12211173.99,10875692.17,7992323.018,8891483.705,11571987.69,10533638.73,9969234.658,10982764.84,8973352.414
57,522.3554288,15.82407623,46148563.45,25538751.73,59034187.01,37442187.67,30146916.24,30457169.64,32173789.21,34136162.61,36674074.2,28013946.93,113311.3139,34095661.3,13083307,46466853.63,27943521.72,22393037.61,11538412.3,36506818.9,27477341.69,47343872.64,15209338.71,76033805.69,53789150.74,168794.3713,33186859.29,13353004.09,37896959.23,46635565.6,30742892.79,19578292.2,13634461.25,24161814.74,41422907.14,41201367.4,19495035.47,23809198.35,106493.7143,37921708.88,11597236.32,70964602.66,45169688.2,29113722.25,31175873.86,55579538.06,31522762.28,26551910.68,37576826.5,37686313.1,18222304.88,94713.1173,31216991.31,14757427.88,45928494.52,24432097.94,42833216.16,39410594.14,27933243.96,36919304.16,32794521.88,53345025.67,34229605.61,23679319.46,,29183536.1,15845055.98,43706008.91,12897400.46,17776240.88,21686176.1,28008514.58,35204598.27,12448538.6,16810649.92,40141983.31,22693637.22,,31857528.72,13795350.62,15509913.91,11209558.41,37983005.7,27882587.34,34019822.03,33855178.68,29917550.86,32520326.63,19319791.35,40098168.91,,27048589.36,15635686.43,20442139.9,25957539.11,40211151.97,22225700.4,32311540.33,46054689.64,16422316.66,35538721.82,23092757.9,19735124.22,98366.19084,32331538.71,20745726.45,58690503.22,47076785.73,66535044.69,34137491.48,31589834.79,46266935.23,47583029.27,32027480.15,76812161.34,180588.5597,89875067.25,24493642.36,83037601.86,53495568.5,50244780.56,53327283.75,40133660.9,71916550.96,66914451.44,51261905.74,38431063.84,31288194.66,149258.5996,72215136.73,41723195.63,59330301.39,36033918.1,46784748.19,50656164.67,59628085.03,24012541.5,51591338.09,125242275.9,71255658.92,70744874.51
58,158.9640566,0.572792988,12081928.81,12999800.85,14121103.39,11872542.06,12488848.85,12063300.29,12335996.74,12955497.62,12027017.44,13040207.29,4486809.112,15163517.71,12929899.96,10261534.75,13261894.58,12411278.76,12257836.74,12111038.04,13766573.58,12326022.03,11392110.92,12178037.72,12063120.49,4514482.479,17500762.39,12457741.88,11322026.95,11667723.79,11758127.72,13983178.29,13244496.93,13378128.23,11101685.26,14548184.39,12720327.66,11990041.3,4393914.058,17535538.9,13016350.23,12599334.53,14258605.4,11995302.09,12334250.92,12643943.95,13111235.58,13686448.07,11573315.4,11936065.16,12081465,6304081.073,17414667.61,11986980.22,11980491.33,13365245.74,12351452.99,11382191.15,12312042.59,11559428.47,12977228.73,12188153.17,11870978.77,13467949.54,3955654.233,18061332.6,12906920.32,12337141.66,11174004.84,12054754.85,11718394.07,11192209.91,10781102.83,12036099.93,10572016.27,12590216.43,12564653.21,5781024.947,17792401.95,12905231,12470353.19,13969847.99,12592995.21,12440898.76,12183519.82,11329887.26,12803849.12,10798925.84,10780072.1,11920861.66,5896468.612,17325005.69,12043822.29,11500403.72,12109772.43,12990133.34,14317460.55,11457957.93,14372271.71,13120646.42,12161337.58,13978480.15,12377899.25,5045687.831,16234700.48,11744653.77,11625026.02,10949563.3,10258149.57,11292483.11,11352045.8,11284000.34,11128999.81,11418089.09,12975119.3,9444775.462,14224366.24,12437558.71,10017371.88,11635491.73,11779127.51,12868005.75,10982650.49,12528563.25,11974308.48,11354003.65,10264149.19,13524915.64,7487045.359,13860458.99,11513697.43,11633251.57,11687848.66,13436173.61,10398404.42,12533503,11877143.78,10950806.84,9916040.796,12245349.85,12863254.89
59,216.9505018,0.502682092,11875685.67,13927260.66,12969247.71,11616900.66,12585764.68,14044207.34,13360678.24,14253832.59,11829137.04,12522123.56,,78547.07685,12898139.83,11640328.56,14043163.13,12751651.49,11928443.37,13566072.71,13558978.44,13353226.43,12155806.82,11589042.93,12400227.16,,108777.967,12091735.03,11859485.23,11127334.57,12657205.14,12667989.98,12602014.71,13066125.37,10325353.62,16195494.12,13243361.67,12076320.99,,74638.54634,12377986.4,13051752.65,13944274.47,12793358.08,11576617.98,12317111.75,12393729.55,11094265.09,11643086.7,11866994.43,12999786.98,,85187.58297,12189616.7,10210022.16,11035059.89,12230118.46,12709782.64,11981570.83,12399780.67,13687233.55,13248172.93,10975415.08,12962653.77,,95331.74792,11801576.68,10417344.85,12873679.26,10609080.39,10989125.48,11381988.85,11380776.31,11379535.43,10259824.55,11073580.45,12019880.28,,73210.24869,12144127.58,12411071.55,13151822.21,13011863.71,11236155.03,12254310.4,10958673.65,15135574.8,10933578.15,11592201.98,12892432.19,,65346.15595,11531952.02,12068973.48,12263842.64,13284727.71,13675764.57,11758792.23,13073845.42,12446270.32,11195653.19,12797537.89,11873484.14,,84645.51078,11442192.08,11129080,11054496.21,9505926.458,9693258.46,10704996.63,10271421.24,12503552.2,10089109.58,11068245.83,,89815.18528,11503776.45,10890743.11,10336537.54,12173859.48,10776051.74,10516063.96,11484501.9,10801987.93,10724983.03,10256880.99,11870349.33,,114676.9783,10791668.85,11863550.59,10843977.23,13304920.64,9217786.363,10625623.48,11314040.7,9593879.434,8936019.328,10028088.48,12726775.17
64,308.0208894,1.09404036,10081905.7,12235357.15,12599782.06,9444030.981,9879046.105,11402617.55,10621810.31,11761194.47,10037442.49,11064256.17,,,11615095.95,8773870.574,10560949.32,10741501.14,10462658.82,11109749.99,10652907.38,10852233.68,10160126.97,,10373929.96,,,11530171.46,10199068.8,10831592.6,11136956.81,12400952.7,10249923.76,11064620.17,8389132.586,13381236.77,10678662.31,6033681.711,,,11675207.72,10604407.2,12426314.57,10920553.61,9741880.112,10387149.26,11163766.79,12458333.9,9372258.691,10439072.88,10421981.33,,,10377167.99,9707131.902,10379225.7,11597163.71,10401674.98,7656551.542,9429610.617,11702034.93,10209706.57,10549173.13,11702652.8,,,11518478.33,10126641.52,10256484.51,9432803.897,10467633.51,9950937.685,8983637.957,10968547.46,8082944.342,10728620.13,9999613.341,,,12162579.35,10930796.74,12110107.02,10845874.11,10650079.4,10080866.33,9602507.227,11862169.58,9777960.498,9970517.054,9868865.995,,,10107314.08,9496725.89,10528564.92,11028896.13,11608954.43,10347456.38,12922954.29,10709735.22,9834223.788,11641105.99,10465621.42,,,10378901.59,10521082.91,9125467.908,4640516.605,8981444.237,5192777.221,9524237.537,10873943.89,8725922.077,10758954.61,,,9934906.904,8715376.374,5504844.078,9467601.689,10109113.5,9240758.686,10363214.17,9964953.786,10255707.76,7354263.64,10309594.55,,,9357122.934,9388410.397,9901418.371,12301483.66,8355757.954,10031097.79,10605753.44,9199668.677,8275954.4,8847433.084,10727867.39
69,216.9226289,0.598982187,6772254.844,7052252.557,11645317.69,6948828.839,9604351.36,7773562.652,11667078.13,11376594.78,7881316.507,8864980.27,144034.0312,9477417.079,10541888.15,9827176.508,9462763.21,8120264.688,7318639.439,9542388.726,9540802.885,7621330.757,10993905.25,8191173.645,7486578.314,154681.0312,9622608.706,8839130.602,9875228.662,10466290.54,7179851.198,11499039.68,11945043.98,8085058.613,8485219.619,9899392.647,8316837.56,7792215.699,,10081869.04,9831824.865,7609378.387,8556514.753,8270535.906,7438851.825,9824516.001,12037734.7,12432938.05,11305197.95,6125724.336,7464719.404,190314.0241,7898457.949,6357319.573,6680784.559,7906940.322,7959051.561,8148557.074,6311605.833,8859741.719,9443610.416,6645339.139,7732145.271,7631930.393,,7753477.762,8730996.746,7540722.449,9777239.214,7498316.232,8774345.404,6541920.138,6289905.045,5811441.302,9272189.347,8289754.016,6656986.249,,8759077.33,7070304.383,7238278.345,8308550.056,9261537.13,7127567.523,6545453.881,5747638.274,11872069.92,5588849.086,7545085.621,8393831.133,,8334874.497,7745469.16,6252700.709,8951648.639,8165321.166,6605303.937,7016978.079,8373241.867,8856746.542,8234691.91,7409515.375,6887239.69,,7152056.736,7550877.205,5860866.273,7034320.313,6408100.647,6821872.008,6683642.524,6324030.275,5225507.165,5831846.407,5815785.876,,7081214.426,7618034.602,5573136.735,7182559.914,6655005.103,8198398.397,5341511.413,7486360.328,7265344.774,6414226.787,6310560.961,7187998.915,228632.1551,4101017.08,8394474.28,6185242.592,5505602.754,8824848.358,6360138.731,6886174.179,5417962.293,5540909.33,7930786.899,6792552.169,7311450.324
72,232.9279964,0.502653186,11145206.55,12014760.49,12478153.2,9412165.445,11051035.54,10033949.67,9763268.599,11162929.54,10783128.18,9929446.987,224360.233,90293.33115,10425731.57,9044998.371,10637579.75,11717637.94,9808258.309,9724908.272,10388756.18,10899871.83,8794703.38,10739249.56,9542341.968,14491618.03,161417.4776,9704037.358,8699568.675,8514493.364,10458497.79,11684853.26,10830588.06,10636548.23,8412946.136,12610389.56,10232332.6,10170154.23,172270.1008,88511.13886,9656860.414,9954571.983,10830173.3,9039738.442,9475432.271,9806345.644,10933741.6,7480992.56,8650945.095,10217957.15,9607614.33,270870.7357,109680.0565,10203537.9,9814586.909,9495907.019,10992684.77,8660429.112,9599811.069,9946692.866,10967388.18,10817535.71,9964942.771,10740961.04,164880.8746,117635.6329,9665000.293,10044463.8,9719465.288,9447893.018,9028467.534,9000265.633,7804623.178,9544742.168,7951411.317,9522122.365,10360919.05,218160.2911,105808.067,10557299.57,10092773.94,11363406.53,12443072.41,10156820.39,10406216.48,9026403.294,9733246.33,8853561.565,10098920.95,9824571.493,98240.36859,93276.99579,9907002.685,9160663.087,10709706.8,11945382.61,13286998.21,9383766.37,11578624.44,10018281.13,8876546.477,10967540.39,8745311.256,258824.6599,109972.1357,9457326.616,9091786.097,8676431.309,7831113.062,8208163.155,8502036.126,8495355.811,10325002.91,8846349.765,10865249.22,142608.9449,92245.11091,9943038.387,8821478.975,9187209.595,8726226.659,10722838.3,8603089.667,9630968.255,9644216.354,8748419.054,8189930.636,9770767.817,207311.8224,105055.8769,8887518.877,9343475.516,9264931.313,11244290.17,7967514.99,8709149.549,9944862.463,9365778.614,8219236.346,8600010.187,10165357.38
73,100.0757033,3.594320774,4052615.062,3910524.39,3821254.669,3329670.151,4448580.835,4103971.568,3358548.296,3540272.285,2611269.396,7534299.297,11919575.65,4327612.128,10024629.84,5191895.624,6018264,3773220.254,2047558.219,5239687.146,4577124.053,5341390.325,6535780.203,4393417.78,2644563.677,4548251.886,2895316.509,6136545.1,3758288.994,2623272.508,3650161.653,5684701.777,3087456.143,3707564.046,4120199.32,4942604.709,6769595.96,4158237.551,5544563.147,1797542.968,5183315.376,3857751.526,5215184.326,3829070.507,2855288.59,2836956.047,2630417.316,3334991.434,2960259.178,3358066.679,2321759.934,4815965.306,3013632.868,9045863.532,2822028.887,3162762.134,4496028.905,4188383.106,3928242.692,4401151.842,4116762.401,4719058.952,3251363.441,5368403.904,5781251.247,1647718.348,6507606.106,17869363.07,3559688.489,4738090.284,4208313.356,3564171.911,2992650.198,3634963.805,2409227.452,3876862.416,3265848.077,7470767.054,1520071.623,3822474.183,3845512.094,5004183.248,4036618.282,3009014.684,3713739.427,4021205.841,3592374.051,3135789.858,5076406.612,4143198.178,3823489.766,2012016.603,3213454.321,3486428.978,5274981.893,11673575.13,5126871.23,4535722.262,4400513.651,3371085.229,4416408.489,2982567.65,3042736.067,6162640.448,17418158.07,3262515.397,3954331.149,4133678.822,4736677.706,2108638.308,34483746.72,4331956.419,8701698.399,4358889.337,4683537,13702521.52,19005302.48,13083417.25,3506159.093,4610540.528,2782586.685,5187763.856,5094993.838,3392970,3770001.115,4269464.756,2422114.293,4700832.871,6543931.315,2705681.105,2779789.93,3381218.597,3021295.96,1405557.092,1984034.653,13350678.29,1472430.624,4731185.905,3119973.771,4236981.854,5486003.721
